phase,block,id,short_id,game_type,points,drule,drule_error_2d,drule_error_1d_a,drule_error_1d_b,drule_error_1d,rewards_approached,punishment_approached,dataset,partner_predictions_correct,partner_predictions_missing,drule_gen
0,1,3eb492d0-9140-4f11-95b2-36a0c3c835a8-p51,3eb-p51,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
0,2,3eb492d0-9140-4f11-95b2-36a0c3c835a8-p51,3eb-p51,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
0,3,3eb492d0-9140-4f11-95b2-36a0c3c835a8-p51,3eb-p51,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
1,0,3eb492d0-9140-4f11-95b2-36a0c3c835a8-p51,3eb-p51,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
1,1,3eb492d0-9140-4f11-95b2-36a0c3c835a8-p51,3eb-p51,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,0,3eb492d0-9140-4f11-95b2-36a0c3c835a8-p51,3eb-p51,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,1,3eb492d0-9140-4f11-95b2-36a0c3c835a8-p51,3eb-p51,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,2,3eb492d0-9140-4f11-95b2-36a0c3c835a8-p51,3eb-p51,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,3,3eb492d0-9140-4f11-95b2-36a0c3c835a8-p51,3eb-p51,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
3,0,3eb492d0-9140-4f11-95b2-36a0c3c835a8-p51,3eb-p51,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
3,1,3eb492d0-9140-4f11-95b2-36a0c3c835a8-p51,3eb-p51,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
0,0,3eb77f25-6247-4bd0-a6d0-b1539cb99b36-p124,3eb-p124,duo,0.0,neither,4.0,8.0,4.0,4.0,10,2,4,,,neither
0,1,3eb77f25-6247-4bd0-a6d0-b1539cb99b36-p124,3eb-p124,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
0,2,3eb77f25-6247-4bd0-a6d0-b1539cb99b36-p124,3eb-p124,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
0,3,3eb77f25-6247-4bd0-a6d0-b1539cb99b36-p124,3eb-p124,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
1,0,3eb77f25-6247-4bd0-a6d0-b1539cb99b36-p124,3eb-p124,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
1,1,3eb77f25-6247-4bd0-a6d0-b1539cb99b36-p124,3eb-p124,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,0,3eb77f25-6247-4bd0-a6d0-b1539cb99b36-p124,3eb-p124,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,1,3eb77f25-6247-4bd0-a6d0-b1539cb99b36-p124,3eb-p124,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,2,3eb77f25-6247-4bd0-a6d0-b1539cb99b36-p124,3eb-p124,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,3,3eb77f25-6247-4bd0-a6d0-b1539cb99b36-p124,3eb-p124,duo,3.0,1d_b,5.0,9.0,1.0,1.0,8,1,4,,,1d
3,0,3eb77f25-6247-4bd0-a6d0-b1539cb99b36-p124,3eb-p124,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
3,1,3eb77f25-6247-4bd0-a6d0-b1539cb99b36-p124,3eb-p124,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
0,0,3ec9cd9e-017a-4c9f-aea2-0cde6f39fb98-p167,3ec-p167,duo,-3.0,neither,7.0,9.0,3.0,3.0,7,2,4,,,neither
0,1,3ec9cd9e-017a-4c9f-aea2-0cde6f39fb98-p167,3ec-p167,duo,-4.0,neither,8.0,8.0,8.0,8.0,6,2,4,,,neither
0,2,3ec9cd9e-017a-4c9f-aea2-0cde6f39fb98-p167,3ec-p167,duo,1.0,neither,7.0,7.0,7.0,7.0,6,1,4,,,neither
0,3,3ec9cd9e-017a-4c9f-aea2-0cde6f39fb98-p167,3ec-p167,duo,-1.0,neither,9.0,7.0,7.0,7.0,4,1,4,,,neither
1,0,3ec9cd9e-017a-4c9f-aea2-0cde6f39fb98-p167,3ec-p167,duo,-1.0,neither,9.0,9.0,7.0,7.0,4,1,4,,,neither
1,1,3ec9cd9e-017a-4c9f-aea2-0cde6f39fb98-p167,3ec-p167,duo,1.0,neither,7.0,7.0,7.0,7.0,6,1,4,,,neither
2,0,3ec9cd9e-017a-4c9f-aea2-0cde6f39fb98-p167,3ec-p167,duo,3.0,neither,5.0,3.0,7.0,3.0,8,1,4,,,neither
2,1,3ec9cd9e-017a-4c9f-aea2-0cde6f39fb98-p167,3ec-p167,duo,7.0,neither,5.0,5.0,5.0,5.0,7,0,4,,,neither
2,2,3ec9cd9e-017a-4c9f-aea2-0cde6f39fb98-p167,3ec-p167,duo,8.0,neither,4.0,4.0,4.0,4.0,8,0,4,,,neither
2,3,3ec9cd9e-017a-4c9f-aea2-0cde6f39fb98-p167,3ec-p167,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,4,,,1d
3,0,3ec9cd9e-017a-4c9f-aea2-0cde6f39fb98-p167,3ec-p167,duo,10.0,neither,2.0,2.0,6.0,2.0,10,0,4,,,neither
3,1,3ec9cd9e-017a-4c9f-aea2-0cde6f39fb98-p167,3ec-p167,duo,9.0,1d_a,3.0,1.0,7.0,1.0,9,0,4,,,1d
0,0,40c19232-ffe3-4ff9-bfa1-daea5c5dbd8d-p194,40c-p194,duo,-4.0,neither,4.0,8.0,6.0,6.0,11,3,4,,,neither
0,1,40c19232-ffe3-4ff9-bfa1-daea5c5dbd8d-p194,40c-p194,duo,5.0,neither,3.0,7.0,3.0,3.0,10,1,4,,,neither
0,2,40c19232-ffe3-4ff9-bfa1-daea5c5dbd8d-p194,40c-p194,duo,6.0,neither,2.0,6.0,4.0,4.0,11,1,4,,,neither
0,3,40c19232-ffe3-4ff9-bfa1-daea5c5dbd8d-p194,40c-p194,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
1,0,40c19232-ffe3-4ff9-bfa1-daea5c5dbd8d-p194,40c-p194,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
1,1,40c19232-ffe3-4ff9-bfa1-daea5c5dbd8d-p194,40c-p194,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,0,40c19232-ffe3-4ff9-bfa1-daea5c5dbd8d-p194,40c-p194,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
2,1,40c19232-ffe3-4ff9-bfa1-daea5c5dbd8d-p194,40c-p194,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
2,2,40c19232-ffe3-4ff9-bfa1-daea5c5dbd8d-p194,40c-p194,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
2,3,40c19232-ffe3-4ff9-bfa1-daea5c5dbd8d-p194,40c-p194,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
3,0,40c19232-ffe3-4ff9-bfa1-daea5c5dbd8d-p194,40c-p194,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
3,1,40c19232-ffe3-4ff9-bfa1-daea5c5dbd8d-p194,40c-p194,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
0,0,4131bc67-9aa4-464c-aa00-de864acf9ec7-p90,413-p90,duo,-4.0,neither,4.0,8.0,6.0,6.0,11,3,4,,,neither
0,1,4131bc67-9aa4-464c-aa00-de864acf9ec7-p90,413-p90,duo,9.0,1d_a,3.0,1.0,7.0,1.0,9,0,4,,,1d
0,2,4131bc67-9aa4-464c-aa00-de864acf9ec7-p90,413-p90,duo,-5.0,neither,5.0,5.0,9.0,5.0,10,3,4,,,neither
0,3,4131bc67-9aa4-464c-aa00-de864acf9ec7-p90,413-p90,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
1,0,4131bc67-9aa4-464c-aa00-de864acf9ec7-p90,413-p90,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
1,1,4131bc67-9aa4-464c-aa00-de864acf9ec7-p90,413-p90,duo,7.0,2d,1.0,5.0,5.0,5.0,12,1,4,,,2d
2,0,4131bc67-9aa4-464c-aa00-de864acf9ec7-p90,413-p90,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
2,1,4131bc67-9aa4-464c-aa00-de864acf9ec7-p90,413-p90,duo,11.0,2d,1.0,5.0,3.0,3.0,11,0,4,,,2d
2,2,4131bc67-9aa4-464c-aa00-de864acf9ec7-p90,413-p90,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
2,3,4131bc67-9aa4-464c-aa00-de864acf9ec7-p90,413-p90,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
3,0,4131bc67-9aa4-464c-aa00-de864acf9ec7-p90,413-p90,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
3,1,4131bc67-9aa4-464c-aa00-de864acf9ec7-p90,413-p90,duo,7.0,2d,1.0,5.0,5.0,5.0,12,1,4,,,2d
0,0,4138c88a-380c-427a-89bc-e0e8ebc91e42-p197,413-p197,duo,-9.0,neither,9.0,11.0,9.0,9.0,6,3,4,,,neither
0,1,4138c88a-380c-427a-89bc-e0e8ebc91e42-p197,413-p197,duo,-4.0,neither,4.0,6.0,8.0,6.0,11,3,4,,,neither
0,2,4138c88a-380c-427a-89bc-e0e8ebc91e42-p197,413-p197,duo,-7.0,neither,7.0,7.0,9.0,7.0,8,3,4,,,neither
0,3,4138c88a-380c-427a-89bc-e0e8ebc91e42-p197,413-p197,duo,-1.0,neither,5.0,3.0,9.0,3.0,9,2,4,,,neither
1,0,4138c88a-380c-427a-89bc-e0e8ebc91e42-p197,413-p197,duo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,4,,,neither
1,1,4138c88a-380c-427a-89bc-e0e8ebc91e42-p197,413-p197,duo,4.0,neither,4.0,6.0,6.0,6.0,9,1,4,,,neither
2,0,4138c88a-380c-427a-89bc-e0e8ebc91e42-p197,413-p197,duo,-10.0,neither,10.0,8.0,10.0,8.0,5,3,4,,,neither
2,1,4138c88a-380c-427a-89bc-e0e8ebc91e42-p197,413-p197,duo,-7.0,neither,7.0,11.0,9.0,9.0,8,3,4,,,neither
2,2,4138c88a-380c-427a-89bc-e0e8ebc91e42-p197,413-p197,duo,-11.0,neither,7.0,9.0,9.0,9.0,9,4,4,,,neither
2,3,4138c88a-380c-427a-89bc-e0e8ebc91e42-p197,413-p197,duo,-4.0,neither,8.0,8.0,8.0,8.0,6,2,4,,,neither
3,0,4138c88a-380c-427a-89bc-e0e8ebc91e42-p197,413-p197,duo,2.0,neither,6.0,6.0,6.0,6.0,7,1,4,,,neither
3,1,4138c88a-380c-427a-89bc-e0e8ebc91e42-p197,413-p197,duo,-3.0,neither,7.0,5.0,9.0,5.0,7,2,4,,,neither
0,0,413b19cd-fa37-4173-a2b9-d5241e68f0a8-p19,413-p19,duo,-13.0,neither,9.0,7.0,11.0,7.0,7,4,4,,,neither
0,1,413b19cd-fa37-4173-a2b9-d5241e68f0a8-p19,413-p19,duo,-3.0,neither,7.0,9.0,5.0,5.0,7,2,4,,,neither
0,2,413b19cd-fa37-4173-a2b9-d5241e68f0a8-p19,413-p19,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
0,3,413b19cd-fa37-4173-a2b9-d5241e68f0a8-p19,413-p19,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
1,0,413b19cd-fa37-4173-a2b9-d5241e68f0a8-p19,413-p19,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
1,1,413b19cd-fa37-4173-a2b9-d5241e68f0a8-p19,413-p19,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,0,413b19cd-fa37-4173-a2b9-d5241e68f0a8-p19,413-p19,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
2,1,413b19cd-fa37-4173-a2b9-d5241e68f0a8-p19,413-p19,duo,2.0,neither,2.0,6.0,6.0,6.0,12,2,4,,,neither
2,2,413b19cd-fa37-4173-a2b9-d5241e68f0a8-p19,413-p19,duo,7.0,2d,1.0,5.0,5.0,5.0,12,1,4,,,2d
2,3,413b19cd-fa37-4173-a2b9-d5241e68f0a8-p19,413-p19,duo,7.0,2d,1.0,5.0,5.0,5.0,12,1,4,,,2d
3,0,413b19cd-fa37-4173-a2b9-d5241e68f0a8-p19,413-p19,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
3,1,413b19cd-fa37-4173-a2b9-d5241e68f0a8-p19,413-p19,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
0,0,4322702c-07d7-48b2-a934-59e792d6b230-p149,432-p149,duo,-1.0,neither,5.0,7.0,5.0,5.0,9,2,4,,,neither
0,1,4322702c-07d7-48b2-a934-59e792d6b230-p149,432-p149,duo,-2.0,neither,6.0,6.0,8.0,6.0,8,2,4,,,neither
0,2,4322702c-07d7-48b2-a934-59e792d6b230-p149,432-p149,duo,-1.0,neither,5.0,7.0,7.0,7.0,9,2,4,,,neither
0,3,4322702c-07d7-48b2-a934-59e792d6b230-p149,432-p149,duo,-13.0,neither,9.0,11.0,9.0,9.0,7,4,4,,,neither
1,0,4322702c-07d7-48b2-a934-59e792d6b230-p149,432-p149,duo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,4,,,neither
1,1,4322702c-07d7-48b2-a934-59e792d6b230-p149,432-p149,duo,-5.0,neither,13.0,9.0,9.0,9.0,0,1,4,,,neither
2,0,4322702c-07d7-48b2-a934-59e792d6b230-p149,432-p149,duo,-8.0,neither,8.0,8.0,8.0,8.0,7,3,4,,,neither
2,1,4322702c-07d7-48b2-a934-59e792d6b230-p149,432-p149,duo,-9.0,neither,5.0,9.0,7.0,7.0,11,4,4,,,neither
2,2,4322702c-07d7-48b2-a934-59e792d6b230-p149,432-p149,duo,-7.0,neither,7.0,7.0,9.0,7.0,8,3,4,,,neither
2,3,4322702c-07d7-48b2-a934-59e792d6b230-p149,432-p149,duo,6.0,neither,6.0,2.0,8.0,2.0,6,0,4,,,neither
3,0,4322702c-07d7-48b2-a934-59e792d6b230-p149,432-p149,duo,3.0,1d_a,5.0,1.0,9.0,1.0,8,1,4,,,1d
3,1,4322702c-07d7-48b2-a934-59e792d6b230-p149,432-p149,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,4,,,1d
0,0,441fa1ed-20f8-468f-9991-1ddbea2f52a8-pnull,441-pnull,duo,4.0,neither,4.0,8.0,6.0,6.0,9,1,4,,,neither
0,1,441fa1ed-20f8-468f-9991-1ddbea2f52a8-pnull,441-pnull,duo,-10.0,neither,6.0,10.0,10.0,10.0,10,4,4,,,neither
0,2,441fa1ed-20f8-468f-9991-1ddbea2f52a8-pnull,441-pnull,duo,-4.0,neither,4.0,8.0,6.0,6.0,11,3,4,,,neither
0,3,441fa1ed-20f8-468f-9991-1ddbea2f52a8-pnull,441-pnull,duo,-4.0,neither,4.0,8.0,6.0,6.0,11,3,4,,,neither
1,0,441fa1ed-20f8-468f-9991-1ddbea2f52a8-pnull,441-pnull,duo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,4,,,neither
1,1,441fa1ed-20f8-468f-9991-1ddbea2f52a8-pnull,441-pnull,duo,-9.0,neither,5.0,9.0,9.0,9.0,11,4,4,,,neither
2,0,441fa1ed-20f8-468f-9991-1ddbea2f52a8-pnull,441-pnull,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,1,441fa1ed-20f8-468f-9991-1ddbea2f52a8-pnull,441-pnull,duo,3.0,1d_b,5.0,9.0,1.0,1.0,8,1,4,,,1d
2,2,441fa1ed-20f8-468f-9991-1ddbea2f52a8-pnull,441-pnull,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,3,441fa1ed-20f8-468f-9991-1ddbea2f52a8-pnull,441-pnull,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
3,0,441fa1ed-20f8-468f-9991-1ddbea2f52a8-pnull,441-pnull,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
3,1,441fa1ed-20f8-468f-9991-1ddbea2f52a8-pnull,441-pnull,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
0,0,45687e0b-e07b-4922-97fd-fa483e9f357d-p168,456-p168,duo,9.0,neither,3.0,7.0,3.0,3.0,9,0,4,,,neither
0,1,45687e0b-e07b-4922-97fd-fa483e9f357d-p168,456-p168,duo,5.0,neither,3.0,7.0,3.0,3.0,10,1,4,,,neither
0,2,45687e0b-e07b-4922-97fd-fa483e9f357d-p168,456-p168,duo,-1.0,neither,5.0,7.0,5.0,5.0,9,2,4,,,neither
0,3,45687e0b-e07b-4922-97fd-fa483e9f357d-p168,456-p168,duo,-2.0,neither,6.0,10.0,2.0,2.0,8,2,4,,,neither
1,0,45687e0b-e07b-4922-97fd-fa483e9f357d-p168,456-p168,duo,-4.0,neither,4.0,8.0,8.0,8.0,11,3,4,,,neither
1,1,45687e0b-e07b-4922-97fd-fa483e9f357d-p168,456-p168,duo,-8.0,neither,8.0,12.0,8.0,8.0,7,3,4,,,neither
2,0,45687e0b-e07b-4922-97fd-fa483e9f357d-p168,456-p168,duo,-6.0,neither,6.0,10.0,6.0,6.0,9,3,4,,,neither
2,1,45687e0b-e07b-4922-97fd-fa483e9f357d-p168,456-p168,duo,-5.0,neither,5.0,9.0,7.0,7.0,10,3,4,,,neither
2,2,45687e0b-e07b-4922-97fd-fa483e9f357d-p168,456-p168,duo,-4.0,neither,4.0,6.0,8.0,6.0,11,3,4,,,neither
2,3,45687e0b-e07b-4922-97fd-fa483e9f357d-p168,456-p168,duo,1.0,neither,3.0,5.0,7.0,5.0,11,2,4,,,neither
3,0,45687e0b-e07b-4922-97fd-fa483e9f357d-p168,456-p168,duo,1.0,neither,3.0,5.0,7.0,5.0,11,2,4,,,neither
3,1,45687e0b-e07b-4922-97fd-fa483e9f357d-p168,456-p168,duo,-5.0,neither,5.0,7.0,7.0,7.0,10,3,4,,,neither
0,0,4730502f-1f12-4aa9-887c-633f4c1c6f34-p156,473-p156,duo,3.0,neither,5.0,7.0,5.0,5.0,8,1,4,,,neither
0,1,4730502f-1f12-4aa9-887c-633f4c1c6f34-p156,473-p156,duo,0.0,neither,4.0,8.0,4.0,4.0,10,2,4,,,neither
0,2,4730502f-1f12-4aa9-887c-633f4c1c6f34-p156,473-p156,duo,6.0,neither,2.0,6.0,4.0,4.0,11,1,4,,,neither
0,3,4730502f-1f12-4aa9-887c-633f4c1c6f34-p156,473-p156,duo,-9.0,neither,5.0,9.0,7.0,7.0,11,4,4,,,neither
1,0,4730502f-1f12-4aa9-887c-633f4c1c6f34-p156,473-p156,duo,-2.0,neither,6.0,8.0,6.0,6.0,8,2,4,,,neither
1,1,4730502f-1f12-4aa9-887c-633f4c1c6f34-p156,473-p156,duo,6.0,neither,6.0,6.0,4.0,4.0,6,0,4,,,neither
2,0,4730502f-1f12-4aa9-887c-633f4c1c6f34-p156,473-p156,duo,4.0,neither,4.0,2.0,8.0,2.0,9,1,4,,,neither
2,1,4730502f-1f12-4aa9-887c-633f4c1c6f34-p156,473-p156,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,4,,,1d
2,2,4730502f-1f12-4aa9-887c-633f4c1c6f34-p156,473-p156,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,4,,,1d
2,3,4730502f-1f12-4aa9-887c-633f4c1c6f34-p156,473-p156,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,4,,,1d
3,0,4730502f-1f12-4aa9-887c-633f4c1c6f34-p156,473-p156,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,4,,,1d
3,1,4730502f-1f12-4aa9-887c-633f4c1c6f34-p156,473-p156,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,4,,,1d
0,0,476cebb3-e645-477f-9874-8a00bc554dba-p111,476-p111,duo,-11.0,neither,7.0,9.0,9.0,9.0,9,4,4,,,neither
0,1,476cebb3-e645-477f-9874-8a00bc554dba-p111,476-p111,duo,-3.0,neither,7.0,9.0,7.0,7.0,7,2,4,,,neither
0,2,476cebb3-e645-477f-9874-8a00bc554dba-p111,476-p111,duo,8.0,neither,4.0,8.0,4.0,4.0,8,0,4,,,neither
0,3,476cebb3-e645-477f-9874-8a00bc554dba-p111,476-p111,duo,0.0,neither,4.0,8.0,4.0,4.0,10,2,4,,,neither
1,0,476cebb3-e645-477f-9874-8a00bc554dba-p111,476-p111,duo,2.0,neither,6.0,8.0,4.0,4.0,7,1,4,,,neither
1,1,476cebb3-e645-477f-9874-8a00bc554dba-p111,476-p111,duo,1.0,neither,7.0,9.0,5.0,5.0,6,1,4,,,neither
2,0,476cebb3-e645-477f-9874-8a00bc554dba-p111,476-p111,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,1,476cebb3-e645-477f-9874-8a00bc554dba-p111,476-p111,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,2,476cebb3-e645-477f-9874-8a00bc554dba-p111,476-p111,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,3,476cebb3-e645-477f-9874-8a00bc554dba-p111,476-p111,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
3,0,476cebb3-e645-477f-9874-8a00bc554dba-p111,476-p111,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
3,1,476cebb3-e645-477f-9874-8a00bc554dba-p111,476-p111,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
0,0,4942a2b4-9adb-45bc-b76d-3f74e83cfe63-p142,494-p142,duo,-3.0,neither,7.0,5.0,11.0,5.0,7,2,4,,,neither
0,1,4942a2b4-9adb-45bc-b76d-3f74e83cfe63-p142,494-p142,duo,-5.0,neither,9.0,9.0,9.0,9.0,5,2,4,,,neither
0,2,4942a2b4-9adb-45bc-b76d-3f74e83cfe63-p142,494-p142,duo,5.0,neither,3.0,7.0,3.0,3.0,10,1,4,,,neither
0,3,4942a2b4-9adb-45bc-b76d-3f74e83cfe63-p142,494-p142,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
1,0,4942a2b4-9adb-45bc-b76d-3f74e83cfe63-p142,494-p142,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
1,1,4942a2b4-9adb-45bc-b76d-3f74e83cfe63-p142,494-p142,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,0,4942a2b4-9adb-45bc-b76d-3f74e83cfe63-p142,494-p142,duo,9.0,neither,3.0,5.0,3.0,3.0,9,0,4,,,neither
2,1,4942a2b4-9adb-45bc-b76d-3f74e83cfe63-p142,494-p142,duo,10.0,neither,2.0,6.0,2.0,2.0,10,0,4,,,neither
2,2,4942a2b4-9adb-45bc-b76d-3f74e83cfe63-p142,494-p142,duo,2.0,neither,2.0,6.0,6.0,6.0,12,2,4,,,neither
2,3,4942a2b4-9adb-45bc-b76d-3f74e83cfe63-p142,494-p142,duo,10.0,neither,2.0,2.0,6.0,2.0,10,0,4,,,neither
3,0,4942a2b4-9adb-45bc-b76d-3f74e83cfe63-p142,494-p142,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
3,1,4942a2b4-9adb-45bc-b76d-3f74e83cfe63-p142,494-p142,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
0,0,4a363547-a636-4a7e-9ccc-c568332c9286-p21,4a3-p21,solo,-5.0,neither,9.0,9.0,7.0,7.0,5,2,4,,,neither
0,1,4a363547-a636-4a7e-9ccc-c568332c9286-p21,4a3-p21,solo,-8.0,neither,8.0,8.0,10.0,8.0,7,3,4,,,neither
0,2,4a363547-a636-4a7e-9ccc-c568332c9286-p21,4a3-p21,solo,-9.0,neither,9.0,9.0,11.0,9.0,6,3,4,,,neither
0,3,4a363547-a636-4a7e-9ccc-c568332c9286-p21,4a3-p21,solo,-5.0,neither,9.0,7.0,11.0,7.0,5,2,4,,,neither
1,0,4a363547-a636-4a7e-9ccc-c568332c9286-p21,4a3-p21,solo,-5.0,neither,9.0,7.0,13.0,7.0,5,2,4,,,neither
1,1,4a363547-a636-4a7e-9ccc-c568332c9286-p21,4a3-p21,solo,-8.0,neither,12.0,8.0,12.0,8.0,2,2,4,,,neither
2,0,4a363547-a636-4a7e-9ccc-c568332c9286-p21,4a3-p21,solo,-8.0,neither,8.0,6.0,12.0,6.0,7,3,4,,,neither
2,1,4a363547-a636-4a7e-9ccc-c568332c9286-p21,4a3-p21,solo,-12.0,neither,8.0,8.0,12.0,8.0,8,4,4,,,neither
2,2,4a363547-a636-4a7e-9ccc-c568332c9286-p21,4a3-p21,solo,-17.0,neither,13.0,9.0,15.0,9.0,3,4,4,,,neither
2,3,4a363547-a636-4a7e-9ccc-c568332c9286-p21,4a3-p21,solo,-3.0,neither,7.0,5.0,9.0,5.0,7,2,4,,,neither
3,0,4a363547-a636-4a7e-9ccc-c568332c9286-p21,4a3-p21,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,4,,,1d
3,1,4a363547-a636-4a7e-9ccc-c568332c9286-p21,4a3-p21,solo,3.0,1d_a,5.0,1.0,9.0,1.0,8,1,4,,,1d
0,0,4a8c5538-a292-4d71-8840-25a0fe1a7317-p44,4a8-p44,duo,-5.0,neither,5.0,9.0,5.0,5.0,10,3,4,,,neither
0,1,4a8c5538-a292-4d71-8840-25a0fe1a7317-p44,4a8-p44,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
0,2,4a8c5538-a292-4d71-8840-25a0fe1a7317-p44,4a8-p44,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
0,3,4a8c5538-a292-4d71-8840-25a0fe1a7317-p44,4a8-p44,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
1,0,4a8c5538-a292-4d71-8840-25a0fe1a7317-p44,4a8-p44,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
1,1,4a8c5538-a292-4d71-8840-25a0fe1a7317-p44,4a8-p44,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,4,,,1d
2,0,4a8c5538-a292-4d71-8840-25a0fe1a7317-p44,4a8-p44,duo,11.0,2d,1.0,5.0,3.0,3.0,11,0,4,,,2d
2,1,4a8c5538-a292-4d71-8840-25a0fe1a7317-p44,4a8-p44,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
2,2,4a8c5538-a292-4d71-8840-25a0fe1a7317-p44,4a8-p44,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
2,3,4a8c5538-a292-4d71-8840-25a0fe1a7317-p44,4a8-p44,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,4,,,2d
